Game:   1, Fuel (liter):  737.0, Record_fuel (liter): 737.0, Cost (pay): 22677, Record_cost (pay): 22677, Time (s):    7522, Record_time (s):    7522, Distance (km):   409.86, Record_distance (km):   409.86, Loaders_waiting (s): 14282, Record_loaders_waiting (s): 14282, Dumpers_waiting (s):  2388, Record_dumpers_waiting (s):  2388, Dumpers required: 20, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 445, Fuel (liter):  660.4, Record_fuel (liter): 613.4, Cost (pay): 20312, Record_cost (pay): 18771, Time (s):   10825, Record_time (s):    5957, Distance (km):   371.67, Record_distance (km):   333.06, Loaders_waiting (s): 10286, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2538, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 446, Fuel (liter):  641.9, Record_fuel (liter): 613.4, Cost (pay): 19621, Record_cost (pay): 18771, Time (s):    8334, Record_time (s):    5957, Distance (km):   369.17, Record_distance (km):   333.06, Loaders_waiting (s):  5511, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3315, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 447, Fuel (liter):  697.1, Record_fuel (liter): 613.4, Cost (pay): 21886, Record_cost (pay): 18771, Time (s):   16581, Record_time (s):    5957, Distance (km):   371.54, Record_distance (km):   333.06, Loaders_waiting (s): 21906, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2881, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 448, Fuel (liter):  634.1, Record_fuel (liter): 613.4, Cost (pay): 19286, Record_cost (pay): 18771, Time (s):    6904, Record_time (s):    5957, Distance (km):   368.07, Record_distance (km):   333.06, Loaders_waiting (s):  3895, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2549, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 449, Fuel (liter):  642.1, Record_fuel (liter): 613.4, Cost (pay): 19663, Record_cost (pay): 18771, Time (s):    8747, Record_time (s):    5957, Distance (km):   367.37, Record_distance (km):   333.06, Loaders_waiting (s):  6605, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3121, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 450, Fuel (liter):  665.5, Record_fuel (liter): 613.4, Cost (pay): 20579, Record_cost (pay): 18771, Time (s):   14148, Record_time (s):    5957, Distance (km):   370.37, Record_distance (km):   333.06, Loaders_waiting (s): 12487, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2957, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 451, Fuel (liter):  808.2, Record_fuel (liter): 613.4, Cost (pay): 24977, Record_cost (pay): 18771, Time (s):   11751, Record_time (s):    5957, Distance (km):   440.10, Record_distance (km):   333.06, Loaders_waiting (s): 20861, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  1951, Record_dumpers_waiting (s):   420, Dumpers required: 21, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 452, Fuel (liter):  756.2, Record_fuel (liter): 613.4, Cost (pay): 23106, Record_cost (pay): 18771, Time (s):    7404, Record_time (s):    5957, Distance (km):   431.42, Record_distance (km):   333.06, Loaders_waiting (s):  7975, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  5037, Record_dumpers_waiting (s):   420, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 453, Fuel (liter):  721.5, Record_fuel (liter): 613.4, Cost (pay): 22304, Record_cost (pay): 18771, Time (s):    8880, Record_time (s):    5957, Distance (km):   401.67, Record_distance (km):   333.06, Loaders_waiting (s): 12953, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  4693, Record_dumpers_waiting (s):   420, Dumpers required: 20, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 454, Fuel (liter):  693.8, Record_fuel (liter): 613.4, Cost (pay): 21408, Record_cost (pay): 18771, Time (s):    8688, Record_time (s):    5957, Distance (km):   390.70, Record_distance (km):   333.06, Loaders_waiting (s):  9813, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  5298, Record_dumpers_waiting (s):   420, Dumpers required: 22, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 455, Fuel (liter):  641.0, Record_fuel (liter): 613.4, Cost (pay): 19506, Record_cost (pay): 18771, Time (s):    6426, Record_time (s):    5957, Distance (km):   371.35, Record_distance (km):   333.06, Loaders_waiting (s):  4312, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2617, Record_dumpers_waiting (s):   420, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 456, Fuel (liter):  662.9, Record_fuel (liter): 613.4, Cost (pay): 20544, Record_cost (pay): 18771, Time (s):    9988, Record_time (s):    5957, Distance (km):   371.67, Record_distance (km):   333.06, Loaders_waiting (s): 10095, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  5508, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 457, Fuel (liter):  657.0, Record_fuel (liter): 613.4, Cost (pay): 20087, Record_cost (pay): 18771, Time (s):    7859, Record_time (s):    5957, Distance (km):   376.37, Record_distance (km):   333.06, Loaders_waiting (s):  6537, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3093, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 458, Fuel (liter):  663.1, Record_fuel (liter): 613.4, Cost (pay): 20402, Record_cost (pay): 18771, Time (s):   11958, Record_time (s):    5957, Distance (km):   371.58, Record_distance (km):   333.06, Loaders_waiting (s): 11418, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  1885, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 459, Fuel (liter):  647.4, Record_fuel (liter): 613.4, Cost (pay): 19731, Record_cost (pay): 18771, Time (s):    8641, Record_time (s):    5957, Distance (km):   372.39, Record_distance (km):   333.06, Loaders_waiting (s):  5931, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2146, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 460, Fuel (liter):  659.8, Record_fuel (liter): 613.4, Cost (pay): 20363, Record_cost (pay): 18771, Time (s):   11782, Record_time (s):    5957, Distance (km):   369.56, Record_distance (km):   333.06, Loaders_waiting (s): 11011, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3188, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 461, Fuel (liter):  644.6, Record_fuel (liter): 613.4, Cost (pay): 19707, Record_cost (pay): 18771, Time (s):    7770, Record_time (s):    5957, Distance (km):   370.58, Record_distance (km):   333.06, Loaders_waiting (s):  5595, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3392, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 462, Fuel (liter):  641.9, Record_fuel (liter): 613.4, Cost (pay): 19633, Record_cost (pay): 18771, Time (s):    9434, Record_time (s):    5957, Distance (km):   367.83, Record_distance (km):   333.06, Loaders_waiting (s):  6387, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2853, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 463, Fuel (liter):  650.9, Record_fuel (liter): 613.4, Cost (pay): 20022, Record_cost (pay): 18771, Time (s):   12513, Record_time (s):    5957, Distance (km):   367.28, Record_distance (km):   333.06, Loaders_waiting (s):  9533, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2796, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 464, Fuel (liter):  631.1, Record_fuel (liter): 613.4, Cost (pay): 19163, Record_cost (pay): 18771, Time (s):    6404, Record_time (s):    5957, Distance (km):   368.75, Record_distance (km):   333.06, Loaders_waiting (s):  2397, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3064, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 465, Fuel (liter):  642.8, Record_fuel (liter): 613.4, Cost (pay): 19649, Record_cost (pay): 18771, Time (s):    7668, Record_time (s):    5957, Distance (km):   369.09, Record_distance (km):   333.06, Loaders_waiting (s):  5936, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3027, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 466, Fuel (liter):  642.8, Record_fuel (liter): 613.4, Cost (pay): 19651, Record_cost (pay): 18771, Time (s):    9271, Record_time (s):    5957, Distance (km):   368.85, Record_distance (km):   333.06, Loaders_waiting (s):  6063, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2991, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 467, Fuel (liter):  645.3, Record_fuel (liter): 613.4, Cost (pay): 19809, Record_cost (pay): 18771, Time (s):   10640, Record_time (s):    5957, Distance (km):   367.28, Record_distance (km):   333.06, Loaders_waiting (s):  7623, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3284, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 468, Fuel (liter):  632.2, Record_fuel (liter): 613.4, Cost (pay): 19232, Record_cost (pay): 18771, Time (s):    6091, Record_time (s):    5957, Distance (km):   368.30, Record_distance (km):   333.06, Loaders_waiting (s):  2882, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3361, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 469, Fuel (liter):  636.0, Record_fuel (liter): 613.4, Cost (pay): 19414, Record_cost (pay): 18771, Time (s):    8722, Record_time (s):    5957, Distance (km):   366.27, Record_distance (km):   333.06, Loaders_waiting (s):  5379, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2748, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 470, Fuel (liter):  649.3, Record_fuel (liter): 613.4, Cost (pay): 19958, Record_cost (pay): 18771, Time (s):   12612, Record_time (s):    5957, Distance (km):   367.06, Record_distance (km):   333.06, Loaders_waiting (s):  9191, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2709, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 471, Fuel (liter):  648.8, Record_fuel (liter): 613.4, Cost (pay): 19899, Record_cost (pay): 18771, Time (s):    9659, Record_time (s):    5957, Distance (km):   369.20, Record_distance (km):   333.06, Loaders_waiting (s):  7816, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2949, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 472, Fuel (liter):  628.8, Record_fuel (liter): 613.4, Cost (pay): 19134, Record_cost (pay): 18771, Time (s):    6339, Record_time (s):    5957, Distance (km):   365.94, Record_distance (km):   333.06, Loaders_waiting (s):  3114, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3187, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 473, Fuel (liter):  649.6, Record_fuel (liter): 613.4, Cost (pay): 19969, Record_cost (pay): 18771, Time (s):   12704, Record_time (s):    5957, Distance (km):   366.92, Record_distance (km):   333.06, Loaders_waiting (s):  9362, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2652, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 474, Fuel (liter):  633.2, Record_fuel (liter): 613.4, Cost (pay): 19256, Record_cost (pay): 18771, Time (s):    6201, Record_time (s):    5957, Distance (km):   369.54, Record_distance (km):   333.06, Loaders_waiting (s):  2476, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3572, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 475, Fuel (liter):  642.8, Record_fuel (liter): 613.4, Cost (pay): 19635, Record_cost (pay): 18771, Time (s):    8513, Record_time (s):    5957, Distance (km):   367.86, Record_distance (km):   333.06, Loaders_waiting (s):  6906, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2062, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 476, Fuel (liter):  744.7, Record_fuel (liter): 613.4, Cost (pay): 22887, Record_cost (pay): 18771, Time (s):    8459, Record_time (s):    5957, Distance (km):   415.13, Record_distance (km):   333.06, Loaders_waiting (s): 13841, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2565, Record_dumpers_waiting (s):   420, Dumpers required: 21, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 477, Fuel (liter):  773.4, Record_fuel (liter): 613.4, Cost (pay): 24077, Record_cost (pay): 18771, Time (s):   11802, Record_time (s):    5957, Distance (km):   418.14, Record_distance (km):   333.06, Loaders_waiting (s): 20971, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3630, Record_dumpers_waiting (s):   420, Dumpers required: 19, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 478, Fuel (liter):  716.5, Record_fuel (liter): 613.4, Cost (pay): 22251, Record_cost (pay): 18771, Time (s):   13931, Record_time (s):    5957, Distance (km):   390.88, Record_distance (km):   333.06, Loaders_waiting (s): 17829, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2584, Record_dumpers_waiting (s):   420, Dumpers required: 18, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 479, Fuel (liter):  707.7, Record_fuel (liter): 613.4, Cost (pay): 22145, Record_cost (pay): 18771, Time (s):   10159, Record_time (s):    5957, Distance (km):   391.00, Record_distance (km):   333.06, Loaders_waiting (s): 12819, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  9004, Record_dumpers_waiting (s):   420, Dumpers required: 22, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 480, Fuel (liter):  685.0, Record_fuel (liter): 613.4, Cost (pay): 21328, Record_cost (pay): 18771, Time (s):   11975, Record_time (s):    5957, Distance (km):   374.81, Record_distance (km):   333.06, Loaders_waiting (s): 16044, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3639, Record_dumpers_waiting (s):   420, Dumpers required: 22, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 481, Fuel (liter):  652.3, Record_fuel (liter): 613.4, Cost (pay): 20907, Record_cost (pay): 18771, Time (s):    6903, Record_time (s):    5957, Distance (km):   365.41, Record_distance (km):   333.06, Loaders_waiting (s):  4833, Record_loaders_waiting (s):  1836, Dumpers_waiting (s): 21241, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 482, Fuel (liter):  662.1, Record_fuel (liter): 613.4, Cost (pay): 20389, Record_cost (pay): 18771, Time (s):   10434, Record_time (s):    5957, Distance (km):   372.05, Record_distance (km):   333.06, Loaders_waiting (s): 10532, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2839, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 483, Fuel (liter):  656.7, Record_fuel (liter): 613.4, Cost (pay): 20588, Record_cost (pay): 18771, Time (s):   12221, Record_time (s):    5957, Distance (km):   352.69, Record_distance (km):   333.06, Loaders_waiting (s): 19300, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2416, Record_dumpers_waiting (s):   420, Dumpers required: 15, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 484, Fuel (liter):  657.2, Record_fuel (liter): 613.4, Cost (pay): 20063, Record_cost (pay): 18771, Time (s):    6200, Record_time (s):    5957, Distance (km):   381.59, Record_distance (km):   333.06, Loaders_waiting (s):  3148, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  5131, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 485, Fuel (liter):  644.2, Record_fuel (liter): 613.4, Cost (pay): 19681, Record_cost (pay): 18771, Time (s):    7096, Record_time (s):    5957, Distance (km):   371.19, Record_distance (km):   333.06, Loaders_waiting (s):  5120, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3479, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 486, Fuel (liter):  641.5, Record_fuel (liter): 613.4, Cost (pay): 19569, Record_cost (pay): 18771, Time (s):    8182, Record_time (s):    5957, Distance (km):   369.39, Record_distance (km):   333.06, Loaders_waiting (s):  5538, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2550, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 487, Fuel (liter):  640.4, Record_fuel (liter): 613.4, Cost (pay): 19574, Record_cost (pay): 18771, Time (s):    8750, Record_time (s):    5957, Distance (km):   368.30, Record_distance (km):   333.06, Loaders_waiting (s):  5531, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3223, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 488, Fuel (liter):  649.2, Record_fuel (liter): 613.4, Cost (pay): 19945, Record_cost (pay): 18771, Time (s):   11536, Record_time (s):    5957, Distance (km):   368.30, Record_distance (km):   333.06, Loaders_waiting (s):  8316, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3215, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 489, Fuel (liter):  638.9, Record_fuel (liter): 613.4, Cost (pay): 19502, Record_cost (pay): 18771, Time (s):    7877, Record_time (s):    5957, Distance (km):   368.62, Record_distance (km):   333.06, Loaders_waiting (s):  4864, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3244, Record_dumpers_waiting (s):   420, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
